                                            column_name  column_type
                                       exchange_gain_lf       DOUBLE
                               asset_disposal_income_lf       DOUBLE
                                        other_income_lf       DOUBLE
                       spec_diff_of_operating_profit_lf       DOUBLE
                     totbal_diff_of_operating_profit_lf       DOUBLE
                                    operating_profit_lf       DOUBLE
                                 nonoperating_income_lf       DOUBLE
                         noncurr_assets_dispose_gain_lf       DOUBLE
                                  nonoperating_costs_lf       DOUBLE
                         noncurr_assets_dispose_loss_lf       DOUBLE
                           spec_diff_of_total_profit_lf       DOUBLE
                         totbal_diff_of_total_profit_lf       DOUBLE
                                        total_profit_lf       DOUBLE
                                  income_tax_expense_lf       DOUBLE
                             spec_diff_of_net_profit_lf       DOUBLE
                           totbal_diff_of_net_profit_lf       DOUBLE
                                          net_profit_lf       DOUBLE
                     continuing_operation_net_profit_lf       DOUBLE
                   discontinued_operation_net_profit_lf       DOUBLE
                   net_profit_to_parent_shareholders_lf       DOUBLE
                              net_profit_to_minority_lf       DOUBLE
                                           eps_basic_lf       DOUBLE
                                         eps_diluted_lf       DOUBLE
                                income_othcom_income_lf       DOUBLE
                othcom_income_to_parent_shareholders_lf       DOUBLE
                         othcom_income_cannt_reclass_lf       DOUBLE
                               chg_by_remeasurements_lf       DOUBLE
     othcom_income_cannt_reclass_under_equity_method_lf       DOUBLE
                                 other_cannt_reclass_lf       DOUBLE
             other_equity_instruments_fair_value_chg_lf       DOUBLE
                      own_credit_risk_fair_value_chg_lf       DOUBLE
                               othcom_income_reclass_lf       DOUBLE
           othcom_income_reclass_under_equity_method_lf       DOUBLE
        available_for_sale_fin_assets_fair_value_chg_lf       DOUBLE
                     gains_or_losses_from_htm_to_afs_lf       DOUBLE
      effective_of_gains_or_losses_on_cashflow_hedge_lf       DOUBLE
         income_translation_diff_of_foreign_currency_lf       DOUBLE
                                       other_reclass_lf       DOUBLE
               other_debt_investments_fair_value_chg_lf       DOUBLE
            othcom_income_from_reclass_of_fin_assets_lf       DOUBLE
         credit_impairment_of_other_debt_investments_lf       DOUBLE
                              cashflow_hedge_reserve_lf       DOUBLE
                           othcom_income_to_minority_lf       DOUBLE
                          total_comprehensive_income_lf       DOUBLE
   total_comprehensive_income_to_parent_shareholders_lf       DOUBLE
               cash_received_from_sales_and_services_lf       DOUBLE
                                  netinc_in_deposits_lf       DOUBLE
              netinc_in_borrowings_from_central_bank_lf       DOUBLE
         netinc_in_loans_from_other_fin_institutions_lf       DOUBLE
                         cash_received_from_premiums_lf       DOUBLE
                  net_cash_received_from_reinsurance_lf       DOUBLE
             netinc_in_insurance_deposits_and_invest_lf       DOUBLE
                       netinc_in_disposal_fin_assets_lf       DOUBLE
   cash_received_from_interests_fess_and_commissions_lf       DOUBLE
     netinc_in_loans_from_banks_and_fin_institutions_lf       DOUBLE
                   netinc_in_repurchase_transactions_lf       DOUBLE
                            taxes_and_levies_rebates_lf       DOUBLE
                  cash_received_from_other_operating_lf       DOUBLE
                                  spec_diff_of_cifoa_lf       DOUBLE
                                totbal_diff_of_cifoa_lf       DOUBLE
                                      subtotal_cifoa_lf       DOUBLE
                    cash_paid_for_goods_and_services_lf       DOUBLE
                        netinc_in_loans_and_advances_lf       DOUBLE
              netinc_deposits_central_bank_interbank_lf       DOUBLE
                                cash_paid_for_claims_lf       DOUBLE
        cash_paid_for_interests_fees_and_commissions_lf       DOUBLE
                      cash_paid_for_policy_dividends_lf       DOUBLE
                             cash_paid_for_employees_lf       DOUBLE
                      cash_paid_for_taxes_and_levies_lf       DOUBLE
                                         other_cofoa_lf       DOUBLE
                                  spec_diff_of_cofoa_lf       DOUBLE
                                totbal_diff_of_cofoa_lf       DOUBLE
                                      subtotal_cofoa_lf       DOUBLE
                              spec_diff_of_net_cffoa_lf       DOUBLE
                            totbal_diff_of_net_cffoa_lf       DOUBLE
                                           net_cffoa_lf       DOUBLE
             cash_received_from_disposal_investments_lf       DOUBLE
                                return_on_investment_lf       DOUBLE
         net_cash_received_from_disposal_filt_assets_lf       DOUBLE
        net_cash_received_from_disposal_subsidiaries_lf       DOUBLE
                  cash_received_from_other_investing_lf       DOUBLE
                                  spec_diff_of_cifia_lf       DOUBLE
                                totbal_diff_of_cifia_lf       DOUBLE
                                      subtotal_cifia_lf       DOUBLE
                           cash_paid_for_filt_assets_lf       DOUBLE
                           cash_paid_for_investments_lf       DOUBLE
                              netinc_in_pledge_loans_lf       DOUBLE
                 cash_paid_by_acquiring_subsidiaries_lf       DOUBLE
                       cash_paid_for_other_investing_lf       DOUBLE
                                  spec_diff_of_cofia_lf       DOUBLE
                                totbal_diff_of_cofia_lf       DOUBLE
                                   subtotal_of_cofia_lf       DOUBLE
                              spec_diff_of_net_cffia_lf       DOUBLE
                            totbal_diff_of_net_cffia_lf       DOUBLE
                                           net_cffia_lf       DOUBLE
                      capital_contributions_received_lf       DOUBLE
         cash_received_by_subsidiaries_from_minority_lf       DOUBLE
                       cash_received_from_borrowings_lf       DOUBLE
                       cash_received_from_bond_issue_lf       DOUBLE
                  cash_received_from_other_financing_lf       DOUBLE
                                  spec_diff_of_ciffa_lf       DOUBLE
                                totbal_diff_of_ciffa_lf       DOUBLE
                                      subtotal_ciffa_lf       DOUBLE
                        cash_paid_for_debt_repayment_lf       DOUBLE
           cash_paid_for_dividends_profits_interests_lf       DOUBLE
               cash_paid_by_subsidiaries_to_minority_lf       DOUBLE
                       cash_paid_for_other_financing_lf       DOUBLE
                                  spec_diff_of_coffa_lf       DOUBLE
                                totbal_diff_of_coffa_lf       DOUBLE
                                   subtotal_of_coffa_lf       DOUBLE
                              spec_diff_of_net_cfffa_lf       DOUBLE
                            totbal_diff_of_net_cfffa_lf       DOUBLE
                                           net_cfffa_lf       DOUBLE
                       effect_of_exchange_chg_on_cce_lf       DOUBLE
                          spec_diff_of_netinc_in_cce_lf       DOUBLE
                        totbal_diff_of_netinc_in_cce_lf       DOUBLE
                                       netinc_in_cce_lf       DOUBLE
                                       cce_beginning_lf       DOUBLE
                                          cce_ending_lf       DOUBLE
                        net_profit_in_cashflow_sheet_lf       DOUBLE
                            asset_impairment_reserve_lf       DOUBLE
                          depreciation_of_fa_oga_pba_lf       DOUBLE
                    amorization_of_intangible_assets_lf       DOUBLE
          amortization_of_longterm_deferred_expenses_lf       DOUBLE
                     loss_from_disposal_of_fa_ia_lta_lf       DOUBLE
                  loss_from_scraping_of_fixed_assets_lf       DOUBLE
                            loss_from_fair_value_chg_lf       DOUBLE
                  finance_expenses_in_cashflow_sheet_lf       DOUBLE
                                         invest_loss_lf       DOUBLE
                     decrease_in_deferred_tax_assets_lf       DOUBLE
                increase_in_deferred_tax_liabilities_lf       DOUBLE
                             decrease_in_inventories_lf       DOUBLE
                   decrease_in_operating_receivables_lf       DOUBLE
                      increase_in_operating_payables_lf       DOUBLE
                            others_in_cashflow_sheet_lf       DOUBLE
                     spec_diff_of_net_cffoa_indirect_lf       DOUBLE
                   totbal_diff_of_net_cffoa_indirect_lf       DOUBLE
                                  net_cffoa_indirect_lf       DOUBLE
                            debt_transfer_to_capital_lf       DOUBLE
                           conv_corp_bonds_within_1y_lf       DOUBLE
                              fin_lease_fixed_assets_lf       DOUBLE
                                 cash_balance_ending_lf       DOUBLE
                              cash_balance_beginning_lf       DOUBLE
                                  cce_balance_ending_lf       DOUBLE
                               cce_balance_beginning_lf       DOUBLE
                 spec_diff_of_netinc_in_cce_indirect_lf       DOUBLE
               totbal_diff_of_netinc_in_cce_indirect_lf       DOUBLE
                              netinc_in_cce_indirect_lf       DOUBLE
            credit_impairment_loss_in_cashflow_sheet_lf       DOUBLE
